First_pokemon,Second_pokemon,Winner,id_x,First_Type_1,First_Total,First_Hit_points,First_Attack,First_Defense,First_Special_attack,First_Special_defense,First_Speed,id_y,Second_Type_1,Second_Total,Second_Hit_points,Second_Attack,Second_Defense,Second_Special_attack,Second_Special_defense,Second_Speed,target
457,544,544,457,Rock,495,60,52,168,47,138,30,544,Normal,670,110,160,110,80,110,100,0
439,753,439,439,Water,314,53,51,53,61,56,40,753,Fairy,341,78,52,60,63,65,23,1
356,482,356,356,Fire,470,70,85,140,85,70,20,482,Psychic,285,45,30,50,65,50,45,1
463,537,537,463,Bug,244,30,30,42,30,42,70,537,Electric,520,50,65,107,105,107,86,0
449,586,449,449,Electric,263,45,65,34,40,34,45,586,Rock,515,85,135,130,60,80,25,1
231,481,481,231,Bug,505,20,10,230,10,230,5,481,Normal,452,71,82,64,64,59,112,0
31,543,31,31,Electric,320,35,55,40,50,50,90,543,Fire,600,91,90,106,130,106,77,1
365,288,288,365,Normal,310,45,40,60,40,75,50,288,Normal,420,78,70,61,50,61,100,0
730,620,730,730,Normal,278,45,50,43,40,38,62,620,Bug,475,70,95,125,65,75,45,1
442,163,163,442,Normal,245,40,55,30,30,30,60,163,Psychic,680,106,110,90,154,90,130,0
325,673,673,325,Normal,260,50,45,45,35,35,50,673,Dragon,410,66,117,70,40,50,67,0
131,753,131,131,Water,520,60,75,85,100,85,115,753,Fairy,341,78,52,60,63,65,23,1
142,654,142,142,Water,640,95,155,109,70,130,81,654,Water,335,55,40,50,65,85,40,1
79,646,646,79,Water,335,40,40,35,50,100,70,646,Ice,535,71,95,85,110,95,79,0
196,575,575,196,Electric,510,90,75,85,115,90,55,575,Water,316,50,53,48,53,48,64,0
20,74,20,20,Bug,495,65,150,40,15,80,145,74,Fighting,405,80,100,70,50,60,45,1
386,636,636,386,Ghost,295,44,75,35,63,33,45,636,Psychic,290,45,30,50,55,65,45,0
632,454,632,632,Dark,330,40,65,40,80,40,65,454,Rock,350,67,125,40,30,30,58,1
274,221,221,274,Grass,405,50,65,45,85,65,95,221,Bug,465,75,90,140,60,60,40,0
587,497,587,587,Psychic,313,55,45,43,55,43,72,497,Fighting,285,40,70,40,35,40,60,1
645,709,709,645,Ice,395,51,65,65,80,75,59,709,Ground,600,89,125,90,115,80,101,0
589,778,778,589,Ground,328,60,85,40,30,45,68,778,Steel,470,57,80,91,80,87,75,0
755,687,687,755,Fairy,341,62,48,66,59,57,49,687,Dark,490,65,125,100,60,70,70,0
754,472,472,754,Fairy,462,101,72,72,99,89,29,472,Normal,482,75,100,66,60,66,115,0
708,250,708,708,Dragon,680,100,150,120,120,100,90,250,Water,540,75,95,95,95,95,85,1
478,47,478,478,Ghost,495,60,60,60,105,105,105,47,Poison,245,40,45,35,30,40,55,1
593,634,634,593,Fighting,305,75,80,55,25,35,35,634,Normal,300,55,50,40,40,40,75,0
508,799,508,508,Water,460,69,69,76,69,86,91,799,Psychic,680,80,160,60,170,130,80,1
316,457,316,316,Bug,456,61,90,45,50,50,160,457,Rock,495,60,52,168,47,138,30,1
612,670,612,612,Ground,292,50,72,35,35,35,65,670,Ghost,370,60,40,60,95,60,55,1
136,701,701,136,Fire,495,65,95,57,100,85,93,701,Rock,580,91,129,90,72,90,108,0
775,619,619,775,Dragon,300,45,50,35,55,75,40,619,Bug,325,50,65,85,35,35,55,0
594,106,106,594,Fighting,405,85,105,85,40,50,40,106,Psychic,483,85,73,70,73,115,67,0
623,298,623,623,Psychic,490,72,58,80,103,80,97,298,Grass,340,70,70,40,60,40,60,1
185,504,185,185,Water,330,75,38,38,56,56,67,504,Poison,300,48,61,40,61,40,50,1
412,690,690,412,Steel,420,60,75,100,55,80,50,690,Normal,510,100,123,75,57,75,80,0
487,10,10,487,Rock,290,50,80,95,10,45,10,10,Water,314,44,48,65,50,64,43,0
331,582,582,331,Steel,330,50,70,100,40,40,30,582,Electric,295,45,60,32,50,32,76,0
542,36,542,542,Water,680,90,120,100,150,120,100,36,Poison,365,70,62,67,55,55,56,1
119,763,119,119,Poison,490,65,90,120,85,70,60,763,Water,330,50,53,62,58,63,44,1
636,339,339,636,Psychic,290,45,30,50,55,65,45,339,Electric,475,70,75,60,105,60,105,0
713,703,703,713,Dragon,700,125,120,90,170,100,95,703,Flying,580,79,115,70,125,80,111,0
105,179,179,105,Psychic,328,60,48,45,43,90,42,179,Normal,442,100,50,50,76,96,70,0
450,486,450,450,Electric,363,60,85,49,60,49,60,486,Steel,500,67,89,116,79,116,33,1
168,493,493,168,Grass,405,60,62,80,63,80,60,493,Dragon,410,68,90,65,50,55,82,0
77,667,77,77,Grass,390,65,90,50,85,45,55,667,Psychic,335,55,55,55,85,55,30,1
13,508,508,13,Water,630,79,103,120,135,115,78,508,Water,460,69,69,76,69,86,91,0
45,781,781,45,Normal,270,115,45,20,45,25,20,781,Ghost,335,49,66,70,44,55,51,0
226,476,476,226,Fairy,300,60,80,50,40,40,30,476,Normal,480,65,76,84,54,96,105,0
795,214,214,795,Dragon,600,108,100,121,81,95,95,214,Dark,405,60,85,42,85,42,91,0
285,750,750,285,Dark,220,35,55,35,30,30,35,750,Steel,448,59,110,150,45,49,35,0
692,683,692,692,Dark,510,110,65,105,55,95,80,683,Dragon,485,77,120,90,60,90,48,1
720,340,340,720,Grass,405,61,78,95,56,58,57,340,Electric,575,70,75,80,135,80,135,0
342,545,342,342,Electric,405,60,40,50,75,85,95,545,Ghost,680,150,100,120,100,120,90,1
270,229,270,270,Psychic,680,106,90,130,90,154,110,229,Bug,500,70,130,100,55,80,65,1
333,19,19,333,Steel,530,70,110,180,60,60,50,19,Bug,395,65,90,40,45,80,75,0
58,726,726,58,Normal,290,40,45,35,40,40,90,726,Water,405,54,63,52,83,56,97,0
413,616,616,413,Steel,600,80,135,130,95,90,70,616,Fire,480,105,140,55,30,55,95,0
407,68,68,407,Dragon,300,45,75,60,40,30,50,68,Water,510,90,95,95,70,90,70,0
75,71,71,75,Fighting,505,90,130,80,65,85,55,71,Psychic,500,55,50,45,135,95,120,0
164,730,164,164,Psychic,780,106,190,100,154,100,130,730,Normal,278,45,50,43,40,38,62,1
599,36,36,599,Fighting,465,120,100,85,30,85,45,36,Poison,365,70,62,67,55,55,56,0
546,735,546,546,Ghost,680,150,120,100,120,100,90,735,Bug,411,80,52,50,90,50,89,1
653,636,636,653,Grass,464,114,85,70,85,80,30,636,Psychic,290,45,30,50,55,65,45,0
577,486,486,577,Psychic,292,76,25,45,67,55,24,486,Steel,500,67,89,116,79,116,33,0
688,697,697,688,Normal,490,95,110,95,40,95,55,697,Dark,600,92,105,90,125,90,98,0
73,197,197,73,Fighting,305,70,80,50,35,35,35,197,Electric,610,90,95,105,165,110,45,0
740,458,740,740,Fairy,552,78,65,68,112,154,75,458,Bug,224,40,29,45,29,45,36,1
117,426,426,117,Normal,385,90,55,75,60,75,30,426,Dragon,680,105,150,90,150,90,95,0
151,74,151,151,Rock,495,70,60,125,115,70,55,74,Fighting,405,80,100,70,50,60,45,1
212,443,212,212,Psychic,525,65,65,60,130,95,110,443,Normal,340,55,75,50,40,40,80,1
105,84,84,105,Psychic,328,60,48,45,43,90,42,84,Fire,410,50,85,55,65,65,90,0
592,474,474,592,Normal,545,103,60,126,80,126,50,474,Ghost,498,150,80,44,90,54,80,0
769,510,769,769,Rock,362,77,59,50,67,63,46,510,Grass,334,60,62,50,62,60,40,1
281,397,397,281,Water,310,50,70,50,50,50,40,397,Ice,480,80,80,80,80,80,80,0
31,62,31,31,Electric,320,35,55,40,50,50,90,62,Fighting,305,40,80,35,35,45,70,1
261,156,261,261,Normal,490,95,80,105,40,70,100,156,Normal,540,160,110,65,65,110,30,1
406,285,406,406,Water,330,43,30,55,40,65,97,285,Dark,220,35,55,35,30,30,35,1
450,325,450,450,Electric,363,60,85,49,60,49,60,325,Normal,260,50,45,45,35,35,50,1
683,1,683,683,Dragon,485,77,120,90,60,90,48,1,Grass,318,45,49,49,65,65,45,1
448,238,448,448,Bug,384,77,85,51,55,51,65,238,Fire,410,50,50,120,80,80,30,1
67,325,67,67,Water,385,65,65,65,50,50,90,325,Normal,260,50,45,45,35,35,50,1
552,590,552,552,Grass,600,100,103,75,120,75,127,590,Ground,508,110,135,60,50,65,88,1
89,490,490,89,Electric,325,25,35,70,95,55,45,490,Normal,411,76,65,45,92,42,91,0
5,119,5,5,Fire,309,39,52,43,60,50,65,119,Poison,490,65,90,120,85,70,60,1
126,338,338,126,Water,295,30,40,70,70,25,60,338,Electric,295,40,45,40,65,40,65,0
601,40,40,601,Bug,310,45,53,70,40,60,42,40,Poison,505,81,102,77,85,75,85,0
633,1,633,633,Dark,510,60,105,60,120,60,105,1,Grass,318,45,49,49,65,65,45,1
657,30,30,657,Bug,319,50,47,50,57,50,65,30,Poison,438,60,85,69,65,79,80,0
426,223,426,426,Dragon,680,105,150,90,150,90,95,223,Ground,430,65,75,105,35,65,85,1
317,2,2,317,Bug,236,1,90,45,30,30,40,2,Grass,405,60,62,63,80,80,60,0
630,725,725,630,Poison,329,50,50,62,40,62,65,725,Water,314,41,56,40,62,44,71,0
734,768,768,734,Bug,213,45,22,60,27,30,29,768,Rock,521,82,121,119,69,59,71,0
674,37,674,674,Dragon,540,76,147,90,60,70,97,37,Poison,505,90,92,87,75,85,76,1
388,222,222,388,Ghost,555,64,165,75,93,83,75,222,Normal,415,100,70,70,65,65,45,0
71,720,71,71,Psychic,500,55,50,45,135,95,120,720,Grass,405,61,78,95,56,58,57,1
727,26,727,727,Water,530,72,95,67,103,71,122,26,Normal,413,55,81,60,50,70,97,1
208,287,208,208,Grass,425,75,75,55,105,85,30,287,Normal,240,38,30,41,30,41,60,1
571,282,571,571,Grass,316,50,53,48,53,48,64,282,Water,405,70,85,70,60,70,50,1
430,527,430,430,Psychic,600,50,180,20,180,20,150,527,Psychic,518,68,125,65,65,115,80,1
365,791,791,365,Normal,310,45,40,60,40,75,50,791,Flying,245,40,30,35,45,40,55,0
682,171,682,682,Fighting,510,65,125,60,95,60,105,171,Fire,405,58,64,58,80,65,80,1
24,690,24,24,Normal,579,83,80,80,135,80,121,690,Normal,510,100,123,75,57,75,80,1
274,81,274,274,Grass,405,50,65,45,85,65,95,81,Rock,300,40,80,100,30,30,20,1
522,453,522,522,Grass,525,65,110,130,60,65,95,453,Grass,515,60,70,65,125,105,90,1
627,88,627,627,Water,495,74,108,133,83,65,32,88,Water,590,95,75,180,130,80,30,1
62,209,209,62,Fighting,305,40,80,35,35,45,70,209,Bug,390,65,65,45,75,45,95,0
772,351,772,772,Fighting,500,78,92,75,74,63,118,351,Water,400,130,70,35,70,35,60,1
690,753,690,690,Normal,510,100,123,75,57,75,80,753,Fairy,341,78,52,60,63,65,23,1
193,650,193,193,Psychic,470,65,75,70,95,70,95,650,Bug,315,50,75,45,40,45,60,1
661,279,279,661,Steel,300,40,55,70,45,60,30,279,Fire,530,80,120,70,110,70,80,0
16,145,16,16,Bug,395,60,45,50,90,80,70,145,Normal,325,55,55,50,45,65,55,1
275,123,275,275,Grass,530,70,85,65,105,85,120,123,Grass,435,65,55,115,100,40,60,1
659,432,432,659,Grass,305,44,50,91,24,86,10,432,Psychic,600,50,95,90,95,90,180,0
758,645,758,758,Dark,482,86,92,88,68,75,73,645,Ice,395,51,65,65,80,75,59,1
218,301,301,218,Psychic,405,190,33,58,33,58,33,301,Normal,430,60,85,60,50,50,125,0
178,622,622,178,Normal,262,60,30,30,36,56,50,622,Dark,488,65,90,115,45,115,58,0
727,375,727,727,Water,530,72,95,67,103,71,122,375,Water,468,63,120,85,90,55,55,1
109,356,356,109,Electric,330,40,30,50,55,55,100,356,Fire,470,70,85,140,85,70,20,0
360,503,360,360,Ground,290,45,100,45,45,45,10,503,Poison,500,70,90,110,60,75,95,1
781,172,172,781,Ghost,335,49,66,70,44,55,51,172,Fire,534,78,84,78,109,85,100,0
707,383,707,707,Dragon,680,100,120,100,150,120,90,383,Water,540,95,60,79,100,125,81,1
177,346,177,177,Normal,415,85,76,64,45,55,90,346,Poison,302,70,43,53,43,53,40,1
58,115,58,58,Normal,290,40,45,35,40,40,90,115,Fighting,455,50,120,53,35,110,87,1
254,591,254,254,Normal,465,73,95,62,85,65,85,591,Normal,445,103,60,86,60,86,50,1
97,127,127,97,Poison,500,105,105,75,65,100,50,127,Water,440,55,65,95,95,45,85,0
79,227,79,79,Water,335,40,40,35,50,100,70,227,Fairy,450,90,120,75,60,60,45,1
505,535,535,505,Poison,490,83,106,65,86,65,85,535,Electric,520,50,65,107,105,107,86,0
153,363,153,153,Rock,495,60,115,105,65,70,80,363,Grass,335,50,85,40,85,40,35,1
554,469,554,554,Psychic,600,100,100,100,100,100,100,469,Grass,450,70,60,70,87,78,85,1
623,102,102,623,Psychic,490,72,58,80,103,80,97,102,Ghost,500,60,65,60,130,75,110,0
501,648,648,501,Ground,525,108,112,118,68,72,47,648,Normal,475,80,100,70,60,70,95,0
132,497,132,132,Psychic,460,40,45,65,100,120,90,497,Fighting,285,40,70,40,35,40,60,1
103,763,103,103,Ghost,600,60,65,80,170,95,130,763,Water,330,50,53,62,58,63,44,1
538,541,538,538,Psychic,580,75,75,130,75,130,95,541,Steel,680,100,120,120,150,100,90,1
351,567,567,351,Water,400,130,70,35,70,35,60,567,Normal,370,65,80,65,35,65,60,0
404,692,692,404,Water,485,55,84,105,114,75,52,692,Dark,510,110,65,105,55,95,80,0
305,497,497,305,Psychic,278,38,35,35,65,55,50,497,Fighting,285,40,70,40,35,40,60,0
708,474,708,708,Dragon,680,100,150,120,120,100,90,474,Ghost,498,150,80,44,90,54,80,1
549,454,549,549,Water,600,100,100,100,100,100,100,454,Rock,350,67,125,40,30,30,58,1
497,684,684,497,Fighting,285,40,70,40,35,40,60,684,Ground,303,59,74,50,35,50,35,0
424,135,135,424,Ground,670,100,150,140,100,90,90,135,Electric,490,65,83,57,95,85,105,0
739,415,739,739,Fairy,371,54,45,47,75,98,52,415,Rock,580,80,100,200,50,100,50,1
717,681,717,717,Normal,600,100,128,90,77,77,128,681,Fighting,350,45,85,50,55,50,65,1
492,330,330,492,Dragon,300,58,70,45,40,45,42,330,Steel,480,50,105,125,55,95,50,0
108,297,108,108,Water,475,55,130,115,50,50,75,297,Grass,220,40,40,50,30,30,30,1
663,787,663,663,Steel,520,60,100,115,70,85,90,787,Ghost,494,75,95,122,58,75,69,1
42,275,275,42,Fairy,483,95,70,73,95,90,60,275,Grass,530,70,85,65,105,85,120,0
640,744,744,640,Psychic,370,65,40,50,125,60,30,744,Fighting,495,95,124,78,69,71,58,0
424,771,424,424,Ground,670,100,150,140,100,90,90,771,Fairy,525,95,65,65,110,130,60,1
270,774,270,270,Psychic,680,106,90,130,90,154,110,774,Rock,500,50,50,150,50,150,50,1
594,586,594,594,Fighting,405,85,105,85,40,50,40,586,Rock,515,85,135,130,60,80,25,1
653,244,244,653,Grass,464,114,85,70,85,80,30,244,Ice,330,45,55,45,65,45,75,0
360,37,360,360,Ground,290,45,100,45,45,45,10,37,Poison,505,90,92,87,75,85,76,1
770,676,770,770,Rock,521,123,77,72,99,92,58,676,Ice,485,95,110,80,70,80,50,1
660,47,47,660,Grass,489,74,94,131,54,116,20,47,Poison,245,40,45,35,30,40,55,0
67,394,394,67,Water,385,65,65,65,50,50,90,394,Dark,565,65,150,60,115,60,115,0
24,774,24,24,Normal,579,83,80,80,135,80,121,774,Rock,500,50,50,150,50,150,50,1
249,93,249,249,Dark,600,75,90,90,140,90,115,93,Normal,460,60,110,70,60,60,100,1
439,496,496,439,Water,314,53,51,53,61,56,40,496,Normal,390,135,85,40,40,85,5,0
135,39,135,135,Electric,490,65,83,57,95,85,105,39,Poison,365,61,72,57,55,55,65,1
505,746,505,505,Poison,490,83,106,65,86,65,85,746,Psychic,355,62,48,54,63,60,68,1
674,400,674,674,Dragon,540,76,147,90,60,70,97,400,Ice,410,90,60,70,75,70,45,1
396,690,690,396,Ice,300,50,50,50,50,50,50,690,Normal,510,100,123,75,57,75,80,0
591,366,366,591,Normal,445,103,60,86,60,86,50,366,Dragon,490,75,70,90,70,105,80,0
372,448,448,372,Water,288,50,48,43,46,41,60,448,Bug,384,77,85,51,55,51,65,0
87,514,514,87,Water,490,95,75,110,100,80,30,514,Electric,535,70,70,115,130,90,60,0
404,725,725,404,Water,485,55,84,105,114,75,52,725,Water,314,41,56,40,62,44,71,0
41,211,211,41,Fairy,323,70,45,48,60,65,35,211,Water,430,95,85,85,65,65,35,0
660,697,697,660,Grass,489,74,94,131,54,116,20,697,Dark,600,92,105,90,125,90,98,0
450,42,42,450,Electric,363,60,85,49,60,49,60,42,Fairy,483,95,70,73,95,90,60,0
621,71,621,621,Dark,348,50,75,70,35,70,48,71,Psychic,500,55,50,45,135,95,120,1
734,481,481,734,Bug,213,45,22,60,27,30,29,481,Normal,452,71,82,64,64,59,112,0
112,35,112,112,Grass,520,95,95,85,125,65,55,35,Poison,275,55,47,52,40,40,41,1
777,38,777,777,Dragon,600,90,100,70,110,150,80,38,Poison,273,46,57,40,40,40,50,1
588,169,588,588,Psychic,425,67,57,55,77,55,114,169,Grass,525,80,82,100,83,100,80,1
587,428,428,587,Psychic,313,55,45,43,55,43,72,428,Steel,600,100,100,100,100,100,100,0
425,780,425,425,Ground,770,100,180,160,150,90,90,780,Ghost,474,85,110,76,65,82,56,1
283,22,22,283,Water,535,100,110,90,85,90,60,22,Normal,349,63,60,55,50,50,71,0
531,430,430,531,Ice,480,70,80,70,80,70,110,430,Psychic,600,50,180,20,180,20,150,0
627,750,750,627,Water,495,74,108,133,83,65,32,750,Steel,448,59,110,150,45,49,35,0
18,304,304,18,Bug,205,45,25,50,25,25,35,304,Psychic,198,28,25,25,45,35,40,0
160,677,677,160,Dragon,300,41,64,45,50,50,50,677,Ice,485,70,50,30,95,135,105,0
488,296,296,488,Psychic,310,20,25,45,70,90,60,296,Water,480,80,70,70,90,100,70,0
413,602,413,413,Steel,600,80,135,130,95,90,70,602,Bug,380,55,63,90,50,80,42,1
16,156,156,16,Bug,395,60,45,50,90,80,70,156,Normal,540,160,110,65,65,110,30,0
299,371,299,299,Grass,480,90,100,60,90,60,80,371,Rock,440,70,95,85,55,65,70,1
225,755,225,225,Steel,610,75,125,230,55,95,30,755,Fairy,341,62,48,66,59,57,49,1
277,569,569,277,Fire,310,45,60,40,70,50,45,569,Dark,281,41,50,37,50,37,66,0
59,245,59,59,Normal,440,65,70,60,65,65,115,245,Water,465,65,40,70,80,140,70,1
758,754,758,758,Dark,482,86,92,88,68,75,73,754,Fairy,462,101,72,72,99,89,29,1
34,666,34,34,Ground,450,75,100,110,45,55,65,666,Electric,515,85,115,80,105,80,50,1
84,535,84,84,Fire,410,50,85,55,65,65,90,535,Electric,520,50,65,107,105,107,86,1
321,598,598,321,Fighting,237,72,60,30,20,30,25,598,Water,509,105,95,75,85,75,74,0
708,774,708,708,Dragon,680,100,150,120,120,100,90,774,Rock,500,50,50,150,50,150,50,1
102,749,102,102,Ghost,500,60,65,60,130,75,110,749,Steel,325,45,80,100,35,37,28,1
689,125,125,689,Normal,350,70,83,50,37,50,60,125,Normal,590,105,125,100,60,100,100,0
207,602,602,207,Grass,180,30,30,30,30,30,30,602,Bug,380,55,63,90,50,80,42,0
194,123,123,194,Electric,280,55,40,40,65,45,35,123,Grass,435,65,55,115,100,40,60,0
273,755,273,273,Grass,310,40,45,35,65,55,70,755,Fairy,341,62,48,66,59,57,49,1
272,252,272,272,Psychic,600,100,100,100,100,100,100,252,Ground,500,90,120,120,60,60,50,1
243,734,243,243,Water,480,75,105,75,105,75,45,734,Bug,213,45,22,60,27,30,29,1
629,316,316,629,Rock,567,75,140,65,112,65,110,316,Bug,456,61,90,45,50,50,160,0
558,193,193,558,Fire,308,65,63,45,45,45,45,193,Psychic,470,65,75,70,95,70,95,0
205,673,205,205,Grass,460,75,55,70,55,95,110,673,Dragon,410,66,117,70,40,50,67,1
364,279,279,364,Grass,475,70,115,60,115,60,55,279,Fire,530,80,120,70,110,70,80,0
675,491,675,675,Ice,305,55,70,40,60,40,40,491,Ghost,485,50,92,108,92,108,35,1
619,786,786,619,Bug,325,50,65,85,35,35,55,786,Ghost,494,55,85,122,58,75,99,0
134,201,201,134,Ice,455,65,50,35,115,95,95,201,Rock,410,70,100,115,30,65,30,0
43,221,43,43,Fire,299,38,41,40,50,65,65,221,Bug,465,75,90,140,60,60,40,1
7,558,7,7,Fire,534,78,84,78,109,85,100,558,Fire,308,65,63,45,45,45,45,1
590,128,590,590,Ground,508,110,135,60,50,65,88,128,Water,320,45,67,60,35,50,63,1
469,131,131,469,Grass,450,70,60,70,87,78,85,131,Water,520,60,75,85,100,85,115,0
776,279,279,776,Dragon,452,68,75,53,83,113,60,279,Fire,530,80,120,70,110,70,80,0
685,75,75,685,Ground,483,89,124,80,55,80,55,75,Fighting,505,90,130,80,65,85,55,0
196,587,587,196,Electric,510,90,75,85,115,90,55,587,Psychic,313,55,45,43,55,43,72,0
356,617,356,356,Fire,470,70,85,140,85,70,20,617,Fire,540,105,30,105,140,105,55,1
478,228,478,478,Ghost,495,60,60,60,105,105,105,228,Water,430,65,95,75,55,55,85,1
511,710,710,511,Grass,494,90,92,75,92,85,60,710,Ground,600,89,145,90,105,80,91,0
523,731,731,523,Ice,525,65,60,110,130,95,65,731,Fire,382,62,73,55,56,52,84,0
461,680,461,461,Bug,424,60,69,95,69,95,36,680,Ground,471,109,66,84,81,99,32,1
30,674,674,30,Poison,438,60,85,69,65,79,80,674,Dragon,540,76,147,90,60,70,97,0
86,454,454,86,Water,315,90,65,65,40,40,15,454,Rock,350,67,125,40,30,30,58,0
671,596,671,671,Ghost,520,60,55,90,145,90,80,596,Water,294,50,50,40,50,40,64,1
565,791,565,565,Normal,420,60,85,69,60,69,77,791,Flying,245,40,30,35,45,40,55,1
150,34,34,150,Rock,355,35,40,100,90,55,35,34,Ground,450,75,100,110,45,55,65,0
701,360,701,701,Rock,580,91,129,90,72,90,108,360,Ground,290,45,100,45,45,45,10,1
538,239,538,538,Psychic,580,75,75,130,75,130,95,239,Ice,250,50,50,40,30,30,50,1
193,761,193,193,Psychic,470,65,75,70,95,70,95,761,Poison,320,50,60,60,60,60,30,1
434,734,434,434,Grass,405,75,89,85,55,65,36,734,Bug,213,45,22,60,27,30,29,1
404,505,505,404,Water,485,55,84,105,114,75,52,505,Poison,490,83,106,65,86,65,85,0
37,381,37,37,Poison,505,90,92,87,75,85,76,381,Rock,495,75,125,100,70,80,45,1
427,127,427,427,Dragon,780,105,180,100,180,100,115,127,Water,440,55,65,95,95,45,85,1
318,616,616,318,Normal,240,64,51,23,51,23,28,616,Fire,480,105,140,55,30,55,95,0
637,68,68,637,Psychic,390,60,45,70,75,85,55,68,Water,510,90,95,95,70,90,70,0
320,7,7,320,Normal,490,104,91,63,91,73,68,7,Fire,534,78,84,78,109,85,100,0
69,757,757,69,Psychic,310,25,20,15,105,55,90,757,Dark,288,53,54,53,37,46,45,0
533,58,58,533,Electric,520,50,65,107,105,107,86,58,Normal,290,40,45,35,40,40,90,0
442,54,442,442,Normal,245,40,55,30,30,30,60,54,Bug,305,60,55,50,40,55,45,1
789,470,470,789,Ice,304,55,69,85,32,35,28,470,Water,325,76,48,48,57,62,34,0
57,604,57,57,Ground,405,35,80,50,50,70,120,604,Bug,260,30,45,59,30,39,57,1
681,281,681,681,Fighting,350,45,85,50,55,50,65,281,Water,310,50,70,50,50,50,40,1
208,786,786,208,Grass,425,75,75,55,105,85,30,786,Ghost,494,55,85,122,58,75,99,0
329,235,329,329,Steel,380,50,85,85,55,55,50,235,Normal,330,60,80,50,50,50,40,1
451,638,451,451,Electric,523,80,120,79,95,79,70,638,Psychic,490,70,55,95,95,110,65,1
20,94,20,20,Bug,495,65,150,40,15,80,145,94,Water,325,65,45,55,45,70,45,1
200,575,575,200,Water,420,100,50,80,60,80,50,575,Water,316,50,53,48,53,48,64,0
57,358,57,57,Ground,405,35,80,50,50,70,120,358,Psychic,470,80,45,65,90,110,80,1
282,684,282,282,Water,405,70,85,70,60,70,50,684,Ground,303,59,74,50,35,50,35,1
460,511,511,460,Bug,424,60,79,105,59,85,36,511,Grass,494,90,92,75,92,85,60,0
338,463,463,338,Electric,295,40,45,40,65,40,65,463,Bug,244,30,30,42,30,42,70,0
410,383,410,410,Dragon,700,95,145,130,120,90,120,383,Water,540,95,60,79,100,125,81,1
207,757,757,207,Grass,180,30,30,30,30,30,30,757,Dark,288,53,54,53,37,46,45,0
200,64,64,200,Water,420,100,50,80,60,80,50,64,Fire,350,55,70,45,70,50,60,0
712,432,432,712,Dragon,700,125,170,100,120,90,95,432,Psychic,600,50,95,90,95,90,180,0
255,470,470,255,Normal,250,55,20,35,20,45,75,470,Water,325,76,48,48,57,62,34,0
79,448,79,79,Water,335,40,40,35,50,100,70,448,Bug,384,77,85,51,55,51,65,1
638,231,638,638,Psychic,490,70,55,95,95,110,65,231,Bug,505,20,10,230,10,230,5,1
16,554,554,16,Bug,395,60,45,50,90,80,70,554,Psychic,600,100,100,100,100,100,100,0
376,461,376,376,Ground,300,40,40,55,40,70,55,461,Bug,424,60,69,95,69,95,36,1
731,616,616,731,Fire,382,62,73,55,56,52,84,616,Fire,480,105,140,55,30,55,95,0
798,791,798,798,Psychic,600,80,110,60,150,130,70,791,Flying,245,40,30,35,45,40,55,1
215,360,215,215,Water,490,95,75,80,100,110,30,360,Ground,290,45,100,45,45,45,10,1
702,409,702,702,Grass,580,91,90,72,90,129,108,409,Dragon,600,95,135,80,110,80,100,1
666,468,666,666,Electric,515,85,115,80,105,80,50,468,Grass,275,45,35,45,62,53,35,1
35,58,58,35,Poison,275,55,47,52,40,40,41,58,Normal,290,40,45,35,40,40,90,0
75,685,685,75,Fighting,505,90,130,80,65,85,55,685,Ground,483,89,124,80,55,80,55,0
239,526,526,239,Ice,250,50,50,40,30,30,50,526,Normal,535,85,80,70,135,75,90,0
136,396,136,136,Fire,495,65,95,57,100,85,93,396,Ice,300,50,50,50,50,50,50,1
179,442,179,179,Normal,442,100,50,50,76,96,70,442,Normal,245,40,55,30,30,30,60,1
148,207,148,148,Fire,525,65,130,60,95,110,65,207,Grass,180,30,30,30,30,30,30,1
6,526,526,6,Fire,405,58,64,58,80,65,80,526,Normal,535,85,80,70,135,75,90,0
629,277,629,629,Rock,567,75,140,65,112,65,110,277,Fire,310,45,60,40,70,50,45,1
671,585,585,671,Ghost,520,60,55,90,145,90,80,585,Rock,390,70,105,105,50,40,20,0
123,748,748,123,Grass,435,65,55,115,100,40,60,748,Psychic,466,74,48,76,83,81,104,0
704,564,704,704,Flying,580,79,100,80,110,90,121,564,Normal,255,45,55,39,35,39,42,1
316,208,316,316,Bug,456,61,90,45,50,50,160,208,Grass,425,75,75,55,105,85,30,1
344,248,248,344,Bug,400,65,47,55,73,75,85,248,Dark,500,75,90,50,110,80,95,0
595,251,595,595,Fighting,505,105,140,95,55,65,45,251,Ground,330,90,60,60,40,40,40,1
701,445,701,701,Rock,580,91,129,90,72,90,108,445,Normal,250,59,45,40,35,40,31,1
218,99,99,218,Psychic,405,190,33,58,33,58,33,99,Water,525,50,95,180,85,45,70,0
155,623,155,155,Rock,615,80,135,85,70,95,150,623,Psychic,490,72,58,80,103,80,97,1
559,586,559,559,Fire,418,90,93,55,70,55,55,586,Rock,515,85,135,130,60,80,25,1
210,489,489,210,Water,210,55,45,45,25,25,15,489,Normal,220,100,5,5,15,65,30,0
74,136,136,74,Fighting,405,80,100,70,50,60,45,136,Fire,495,65,95,57,100,85,93,0
217,171,171,217,Psychic,336,48,72,48,72,48,48,171,Fire,405,58,64,58,80,65,80,0
11,668,11,11,Water,405,59,63,80,65,80,58,668,Psychic,485,75,75,75,125,95,40,1
